SEMANTIC_TRANSFORMATION_RULE_ID,TRANSFORMATION_URL,TYPE_OF_TRANSFORMATION,MAINTENANCE_AGENCY_ID,NAME,CODE,DESCRIPTION,ALGORITHM,VALID_FROM,VALID_TO
SRC_ENCMBRNC_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AnaCredit%20Subgroup/Derivation%20rules%20-%20Final/SRC_ENCMBRNC/infosheet.md,D,ECB,Source of encumbrance derivation rule,SRC_ENCMBRNC_TR,This derivation rule aims to obtain the Source of encumbrance from its building blocks.,"SET BIRD_INSTRMNT_RL_EIL.SRC_ENCMBRNC =
    CASE

        WHEN BIRD_INSTRMNT_RL_IL.INSTRMNT_ID IN (
            SELECT BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL.CLLTRL_INSTRMNT_ID
            FROM BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL
            WHERE BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL.CLLTRL_INSTRMNT_ID IN (
                SELECT BIRD_INSTRMNT_RL_IL.INSTRMNT_ID
                FROM BIRD_INSTRMNT_RL_IL
                WHERE BIRD_INSTRMNT_RL_IL.INSTRMNT_RL_TYP = 8
            )
            AND BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL.INSTRMNT_ID IN (
                SELECT BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_IL.INSTRMNT_ID
                FROM BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_IL
                WHERE BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_IL.PRTY_RL_TYP = 36
                AND BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_IL.PRTY_ID IN (
                    SELECT BIRD_PRTY_IL.PRTY_ID
                    FROM BIRD_PRTY_IL
                    WHERE BIRD_PRTY_IL.PRTY_TYP IN (37, 38)
                )
            )
        )
        THEN 5


        WHEN BIRD_INSTRMNT_RL_IL.INSTRMNT_ID IN (
            SELECT BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.INSTRMNT_ID
            FROM BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL
            WHERE BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.INSTRMNT_RL_TYP = 8
            AND BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.DBT_SCRTY_ISSD_ID IN (
                SELECT BIRD_DBT_SCRTY_ISSD_IL.DBT_SCRTY_ISSD_ID
                FROM BIRD_DBT_SCRTY_ISSD_IL
                WHERE BIRD_DBT_SCRTY_ISSD_IL.TYP_PRDCT = 630
            )
            AND NOT EXISTS (
                SELECT BIRD_SCRTY_PSTN_IL.SCRTY_ID
                FROM BIRD_SCRTY_PSTN_IL
                WHERE BIRD_SCRTY_PSTN_IL.SCRTY_ID =
                            BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.DBT_SCRTY_ISSD_ID
                    AND BIRD_SCRTY_PSTN_IL.INVSTR_PRTY_ID IN (
                        SELECT BIRD_DBT_SCRTY_ISSD_IL.RPRTNG_AGNT_ID
                        FROM BIRD_DBT_SCRTY_ISSD_IL
                        WHERE BIRD_DBT_SCRTY_ISSD_IL.DBT_SCRTY_ISSD_ID =
                                BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.DBT_SCRTY_ISSD_ID
                    )
            )
        )
        THEN 10


        WHEN BIRD_INSTRMNT_RL_IL.INSTRMNT_ID IN (
            SELECT BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.INSTRMNT_ID
            FROM BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL
            WHERE BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.INSTRMNT_RL_TYP = 8
            AND BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.DBT_SCRTY_ISSD_ID IN (
                SELECT BIRD_DBT_SCRTY_ISSD_IL.DBT_SCRTY_ISSD_ID
                FROM BIRD_DBT_SCRTY_ISSD_IL
                WHERE BIRD_DBT_SCRTY_ISSD_IL.TYP_PRDCT = 620
            )
            AND NOT EXISTS (
                SELECT BIRD_SCRTY_PSTN_IL.SCRTY_ID
                FROM BIRD_SCRTY_PSTN_IL
                WHERE BIRD_SCRTY_PSTN_IL.SCRTY_ID =
                            BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.DBT_SCRTY_ISSD_ID
                    AND BIRD_SCRTY_PSTN_IL.INVSTR_PRTY_ID IN (
                        SELECT BIRD_DBT_SCRTY_ISSD_IL.RPRTNG_AGNT_ID
                        FROM BIRD_DBT_SCRTY_ISSD_IL
                        WHERE BIRD_DBT_SCRTY_ISSD_IL.DBT_SCRTY_ISSD_ID =
                                BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.DBT_SCRTY_ISSD_ID
                    )
            )
        )
        THEN 11


        WHEN BIRD_INSTRMNT_RL_IL.INSTRMNT_ID IN (
            SELECT BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.INSTRMNT_ID
            FROM BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL
            WHERE BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.INSTRMNT_RL_TYP = 8
            AND BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.DBT_SCRTY_ISSD_ID IN (
                SELECT BIRD_DBT_SCRTY_ISSD_IL.DBT_SCRTY_ISSD_ID
                FROM BIRD_DBT_SCRTY_ISSD_IL
                WHERE BIRD_DBT_SCRTY_ISSD_IL.TYP_PRDCT IN (651, 652, 610, 640, 650)
            )
            AND NOT EXISTS (
                SELECT BIRD_SCRTY_PSTN_IL.SCRTY_ID
                FROM BIRD_SCRTY_PSTN_IL
                WHERE BIRD_SCRTY_PSTN_IL.SCRTY_ID =
                            BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.DBT_SCRTY_ISSD_ID
                    AND BIRD_SCRTY_PSTN_IL.INVSTR_PRTY_ID IN (
                        SELECT BIRD_DBT_SCRTY_ISSD_IL.RPRTNG_AGNT_ID
                        FROM BIRD_DBT_SCRTY_ISSD_IL
                        WHERE BIRD_DBT_SCRTY_ISSD_IL.DBT_SCRTY_ISSD_ID =
                                BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL.DBT_SCRTY_ISSD_ID
                    )
            )
        )
        THEN 12


        WHEN BIRD_INSTRMNT_RL_IL.INSTRMNT_ID IN (
            SELECT BIRD_INSTRMNT_PRTCTN_ARRNGMNT_ASSGNMNT_IL.INSTRMNT_ID
            FROM BIRD_INSTRMNT_IL_PRTCTN_ARRNGMNT_ASSGNMNT
            WHERE BIRD_INSTRMNT_PRTCTN_ARRNGMNT_ASSGNMNT_IL.INSTRMNT_PRTCTN_ARRNGMNT_ASSGNMNT_TYP = 2
            AND BIRD_INSTRMNT_PRTCTN_ARRNGMNT_ASSGNMNT_IL.PRTCTN_ID IN (
                SELECT BIRD_EXCHNG_TRDBL_DRVTV_PSTN_PRTCN_ARRNGMNT_ASSGNMNT_IL.PRTCTN_ID
                FROM BIRD_EXCHNG_TRDBL_DRVTV_PSTN_PRTCN_ARRNGMNT_ASSGNMNT_IL
                WHERE BIRD_EXCHNG_TRDBL_DRVTV_PSTN_PRTCN_ARRNGMNT_ASSGNMNT_IL.EXCHNG_TRDBL_DRVTV_PRTCN_ARRNGMNT_ASSGNMNT_TYP = 1
            )
        )
        THEN 6


        WHEN BIRD_INSTRMNT_RL_IL.INSTRMNT_ID IN (
            SELECT BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL.CLLTRL_INSTRMNT_ID
            FROM BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL
            WHERE BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL.CLLTRL_INSTRMNT_ID IN (
                SELECT BIRD_INSTRMNT_RL_IL.INSTRMNT_ID
                FROM BIRD_INSTRMNT_RL_IL
                WHERE BIRD_INSTRMNT_RL_IL.INSTRMNT_RL_TYP = 8
            )
            AND BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL.INSTRMNT_ID IN (
                SELECT BIRD_INSTRMNT_IL.INSTRMNT_ID
                FROM BIRD_INSTRMNT_IL
                WHERE BIRD_INSTRMNT_IL.INSTRMNT_TYP_PRDCT IN (5, 6, 7, 8, 9, 10, 380)
            )
        )
        THEN 7


        WHEN BIRD_INSTRMNT_RL_IL.INSTRMNT_ID IN (
            SELECT BIRD_TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT_IL.INSTRMNT_ID
            FROM BIRD_TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT_IL
            WHERE BIRD_TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT_IL.RPRCHS_AGRMNT_ID IN (
                SELECT BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_IL.INSTRMNT_ID
                FROM BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_IL
                WHERE BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_IL.PRTY_RL_TYP = 14
                AND BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_IL.PRTY_ID IN (
                    SELECT BIRD_PRTY_IL.PRTY_ID
                    FROM BIRD_PRTY_IL
                    WHERE BIRD_PRTY_IL.PRTY_TYP NOT IN (37, 38)
                )
            )
        )
        THEN 8


        WHEN BIRD_INSTRMNT_RL_IL.INSTRMNT_ID IN (
            SELECT BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL.CLLTRL_INSTRMNT_ID
            FROM BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL
            WHERE BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL.CLLTRL_INSTRMNT_ID IN (
                SELECT BIRD_INSTRMNT_RL_IL.INSTRMNT_ID
                FROM BIRD_INSTRMNT_RL_IL
                WHERE BIRD_INSTRMNT_RL_IL.INSTRMNT_RL_TYP = 8
            )
            AND BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL.INSTRMNT_ID IN (
                SELECT BIRD_INSTRMNT_IL.INSTRMNT_ID
                FROM BIRD_INSTRMNT_IL
                WHERE BIRD_INSTRMNT_IL.INSTRMNT_TYP_PRDCT IN (522, 1202, 1201)
            )
        )
        THEN 9


        WHEN BIRD_INSTRMNT_RL_IL.INSTRMNT_ID IN (
            SELECT BIRD_INSTRMNT_RL_IL.INSTRMNT_ID
            FROM BIRD_INSTRMNT_RL_IL
            WHERE BIRD_INSTRMNT_RL_IL.INSTRMNT_RL_TYP = 8
        )
        THEN 13


        WHEN BIRD_INSTRMNT_RL_IL.INSTRMNT_ID IN (
            SELECT BIRD_INSTRMNT_RL_IL.INSTRMNT_ID
            FROM BIRD_INSTRMNT_RL_IL
            WHERE BIRD_INSTRMNT_RL_IL.ENCMBRD_ASST_INDCTR = 1
        )
        THEN 1

    END;",2025-11-15,9999-12-31
PRTCTN_VL_TYP_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AnaCredit%20Subgroup/Derivation%20rules%20-%20Final/PRTCTN_VL_TYP/infosheet.md,D,ECB,Protection value type derivation rule,PRTCTN_VL_TYP_TR,This derivation rule aims to obtain the Protection value type from its building blocks.,"SET PRTCTN_VL_TYP =
    CASE
        WHEN
            (
                BIRD_CLLTRL_IL.CLLTRL_TYP IN (
                    81, 83, 89, 86, 85, 88, 84, 13
                )
                AND BIRD_CLLTRL_RL_IL.CLLTRL_RL_TYP = 1
            )
            OR
            (
                BIRD_CLLTRL_IL.CLLTRL_TYP = 12
                AND BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_IL.SCRTY_EXCHNG_TRDBL_DRVTV_TYP IN
                    (5, 6)
                AND BIRD_CLLTRL_RL_IL.CLLTRL_RL_TYP = 1
            )
            OR
            (
                BIRD_INSTRMNT_IL.INSTRMNT_TYP_PRDCT = 2
                AND BIRD_INSTRMNT_RL_IL.INSTRMNT_RL_TYP = 39
            )
        THEN 1

        WHEN
            BIRD_CLLTRL_IL.CLLTRL_TYP IN (
                8, 106, 107, 108, 10
            )
            AND BIRD_CLLTRL_RL_IL.CLLTRL_RL_TYP = 1
            AND BIRD_CLLTRL_IL.MRKT_VL IS NOT NULL
        THEN 3

        WHEN
            BIRD_CLLTRL_IL.CLLTRL_TYP IN (
                8, 106, 107, 108, 10
            )
            AND BIRD_CLLTRL_RL_IL.CLLTRL_RL_TYP = 1
            AND BIRD_CLLTRL_IL.MRKT_VL IS NULL
            AND BIRD_CLLTRL_IL.LT_SSTNBL_VL IS NOT NULL
        THEN 2

        WHEN
            (
                BIRD_CLLTRL_IL.CLLTRL_TYP IN (2, 66, 72, 77, 17)
                AND BIRD_CLLTRL_RL_IL.CLLTRL_RL_TYP = 1
            )
            OR
            (
                BIRD_CLLTRL_IL.CLLTRL_TYP = 12
                AND BIRD_CLLTRL_RL_IL.CLLTRL_RL_TYP = 1
                AND BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_IL.SCRTY_EXCHNG_TRDBL_DRVTV_TYP NOT IN
                    (5, 6)
            )
            OR
            (
                BIRD_INSTRMNT_RL_IL.INSTRMNT_RL_TYP = 39
                AND BIRD_INSTRMNT_IL.INSTRMNT_TYP_PRDCT IN (
                    12, 511, 512, 522, 51, 80, 1022, 13, 14
                )
            )
            OR
            (
                BIRD_INSTRMNT_RL_IL.INSTRMNT_RL_TYP IN (
                    39, 6, 38
                )
                AND BIRD_INSTRMNT_IL.INSTRMNT_TYP_PRDCT IN (
                    5, 6, 7, 8, 9, 10, 380
                )
            )
        THEN 4

        ELSE 5
    END;",2025-11-15,9999-12-31
PRTCTN_VL_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AnaCredit%20Subgroup/Derivation%20rules%20-%20Final/PRTCTN_VL/infosheet.md,D,ECB,Protection value derivation rule,PRTCTN_VL_TR,This derivation rule aims to obtain the Protection value from its building blocks.,"SET PRTCTN_VL =
    CASE
        WHEN
            (
                BIRD_CLLTRL_IL.CLLTRL_TYP IN (
                   81, 83, 89, 86, 85, 88, 84, 13
                )
                AND BIRD_CLLTRL_RL_IL.CLLTRL_RL_TYP = 1
            )
            OR
            (
                BIRD_CLLTRL_IL.CLLTRL_TYP =12
                AND BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_IL.SCRTY_EXCHNG_TRDBL_DRVTV_TYP IN
                    (5, 6)
                AND BIRD_CLLTRL_RL_IL.CLLTRL_RL_TYP = 1
            )
            OR
            (
                BIRD_INSTRMNT_IL.INSTRMNT_TYP_PRDCT = 2
                AND BIRD_INSTRMNT_RL_IL.INSTRMNT_RL_TYP = 39
            )
        THEN FV

        WHEN
            BIRD_CLLTRL_IL.CLLTRL_TYP IN (
               8, 106, 107, 108, 10
            )
            AND BIRD_CLLTRL_RL_IL.CLLTRL_RL_TYP = 1
            AND BIRD_CLLTRL_IL.MRKT_VL IS NOT NULL
        THEN MRKT_VL

        WHEN
            BIRD_CLLTRL_IL.CLLTRL_TYP IN (
               8, 106, 107, 108, 10
            )
            AND BIRD_CLLTRL_RL_IL.CLLTRL_RL_TYP = 1
            AND BIRD_CLLTRL_IL.MRKT_VL IS NULL
            AND BIRD_CLLTRL_IL.LT_SSTNBL_VL IS NOT NULL
        THEN LT_SSTNBL_VL

        WHEN
            (
                BIRD_CLLTRL_IL.CLLTRL_TYP IN (2, 66, 72, 77, 17)
                AND BIRD_CLLTRL_RL_IL.CLLTRL_RL_TYP = 1
            )
            OR
            (
                BIRD_CLLTRL_IL.CLLTRL_TYP = 12
                AND BIRD_CLLTRL_RL_IL.CLLTRL_RL_TYP = 1
                AND BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_IL.SCRTY_EXCHNG_TRDBL_DRVTV_TYP NOT IN
                    (5, 6)
            )
            OR
            (
                BIRD_INSTRMNT_RL_IL.INSTRMNT_RL_TYP = 39
                AND BIRD_INSTRMNT_IL.INSTRMNT_TYP_PRDCT IN (
                    12, 511, 512, 522, 51, 80, 1022, 13, 14
                )
            )
            OR
            (
                BIRD_INSTRMNT_RL_IL.INSTRMNT_RL_TYP IN (
                    39, 6, 38
                )
                AND BIRD_INSTRMNT_IL.INSTRMNT_TYP_PRDCT IN (
                    5, 6, 7, 8, 9, 10, 380
                )
            )
        THEN NTNL_AMNT

    END;",2025-11-15,9999-12-31
ANCRDT_ACCNTNG_C_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AnaCredit%20Subgroup/Generation%20rules%20-%20Final/TR%20-%20ANCRDT_ACCNTNG_C.md,G,ECB,ANCRDT_ACCNTNG_C generation rule,ANCRDT_ACCNTNG_C_TR,This generation rule aims to describe the generation of ANCRDT_ACCNTNG_C table within BIRD.,"SET ANCRDT_ACCNTNG_C.INSTRMNT_ID = BIRD_INSTRMNT_EIL.INSTRMNT_ID
WHERE BIRD_INSTRMNT_EIL.INSTRMNT_ID IN (
    SELECT BIRD_INSTRMNT_EIL.INSTRMNT_ID
    FROM BIRD_INSTRMNT_EIL
    JOIN BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_EIL
      ON BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_EIL.INSTRMNT_ID = BIRD_INSTRMNT_EIL.INSTRMNT_ID
    JOIN BIRD_ENTTY_RL_EIL
      ON BIRD_ENTTY_RL_EIL.PRTY_ID = BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_EIL.PRTY_ID
    WHERE BIRD_ENTTY_RL_EIL.AGGRGTD_CMMTMNT_AMNT_ANCRDT_RPRTNG >= 25000
);

SET ANCRDT_ACCNTNG_C.DT_PRFRMNG_STTS =
    CASE
        WHEN BIRD_INSTRMNT_RL_EIL.PRFRMNG_STTS = 11
        THEN BIRD_INSTRMNT_RL_EIL.DT_INCPTN

        WHEN BIRD_INSTRMNT_RL_EIL.PRFRMNG_STTS = 1 
        THEN BIRD_INSTRMNT_RL_EIL.DT_NN_PRFRMNG_STTS_INSTRMNT
    END;",2025-11-15,9999-12-31
ANCRDT_ENTTY_C_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AnaCredit%20Subgroup/Generation%20rules%20-%20Final/TR%20-%20ANCRDT_ENTTY_C.md,G,ECB,ANCRDT_ENTTY_C generation rule,ANCRDT_ENTTY_C_TR,This generation rule aims to describe the generation of ANCRDT_ENTTY_C table within BIRD.,,2025-11-15,9999-12-31
ANCRDT_ENTTY_DFLT_C_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AnaCredit%20Subgroup/Generation%20rules%20-%20Final/TR%20-%20ANCRDT_ENTTY_DFLT_C.md,G,ECB,ANCRDT_ENTTY_DFLT_C generation rule,ANCRDT_ENTTY_DFLT_C_TR,This generation rule aims to describe the generation of ANCRDT_ENTTY_DFLT_C table within BIRD.,,2025-11-15,9999-12-31
ANCRDT_ENTTY_INSTRMNT_C_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AnaCredit%20Subgroup/Generation%20rules%20-%20Final/TR%20-%20ANCRDT_ENTTY_INSTRMNT_C.md,G,ECB,ANCRDT_ENTTY_INSTRMNT_C generation rule,ANCRDT_ENTTY_INSTRMNT_C_TR,This generation rule aims to describe the generation of ANCRDT_ENTTY_INSTRMNT_C table within BIRD.,,2025-11-15,9999-12-31
ANCRDT_ENTTY_RSK_C_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AnaCredit%20Subgroup/Generation%20rules%20-%20Final/TR%20-%20ANCRDT_ENTTY_RSK_C.md,G,ECB,ANCRDT_ENTTY_RSK_C generation rule,ANCRDT_ENTTY_RSK_C_TR,This generation rule aims to describe the generation of ANCRDT_ENTTY_RSK_C table within BIRD.,,2025-11-15,9999-12-31
ANCRDT_FNNCL_C_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AnaCredit%20Subgroup/Generation%20rules%20-%20Final/TR%20-%20ANCRDT_FNNCL_C.md,G,ECB,ANCRDT_FNNCL_C generation rule,ANCRDT_FNNCL_C_TR,This generation rule aims to describe the generation of ANCRDT_FNNCL_C table within BIRD.,"SET ANCRDT_FNNCL_C.INSTRMNT_ID = BIRD_INSTRMNT_EIL.INSTRMNT_ID
WHERE BIRD_INSTRMNT_EIL.INSTRMNT_ID IN (
    SELECT BIRD_INSTRMNT_EIL.INSTRMNT_ID
    FROM BIRD_INSTRMNT_EIL
    JOIN BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_EIL
      ON BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_EIL.INSTRMNT_ID = BIRD_INSTRMNT_EIL.INSTRMNT_ID
    JOIN BIRD_ENTTY_RL_EIL
      ON BIRD_ENTTY_RL_EIL.PRTY_ID = BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_EIL.PRTY_ID
    WHERE BIRD_ENTTY_RL_EIL.AGGRGTD_CMMTMNT_AMNT_ANCRDT_RPRTNG >= 25000
);

SET ANCRDT_FNNCL_C.TYP_SCRTSTN = 7
WHERE NOT EXISTS (
    SELECT 1
    FROM BIRD_ASST_PL_INSTRMNT_ASSGNMNT_EIL
    WHERE BIRD_ASST_PL_INSTRMNT_ASSGNMNT_EIL.INSTRMNT_ID = BIRD_INSTRMNT_EIL.INSTRMNT_ID
);",2025-11-15,9999-12-31
ANCRDT_INSTRMNT_C_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AnaCredit%20Subgroup/Generation%20rules%20-%20Final/TR%20-%20ANCRDT_INSTRMNT_C.md,G,ECB,ANCRDT_INSTRMNT_C generation rule,ANCRDT_INSTRMNT_C_TR,This generation rule aims to describe the generation of ANCRDT_INSTRMNT_C table within BIRD.,"SET ANCRDT_INSTRMNT_C.INSTRMNT_ID = BIRD_INSTRMNT_EIL.INSTRMNT_ID
WHERE BIRD_INSTRMNT_EIL.INSTRMNT_ID IN (
    SELECT BIRD_INSTRMNT_EIL.INSTRMNT_ID
    FROM BIRD_INSTRMNT_EIL
    JOIN BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_EIL
      ON BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_EIL.INSTRMNT_ID = BIRD_INSTRMNT_EIL.INSTRMNT_ID
    JOIN BIRD_ENTTY_RL_EIL
      ON BIRD_ENTTY_RL_EIL.PRTY_ID = BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_EIL.PRTY_ID
    WHERE BIRD_ENTTY_RL_EIL.AGGRGTD_CMMTMNT_AMNT_ANCRDT_RPRTNG >= 25000
);",2025-11-15,9999-12-31
ANCRDT_INSTRMNT_PRTCTN_RCVD_TR_C,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AnaCredit%20Subgroup/Generation%20rules%20-%20Final/TR%20-%20ANCRDT_INSTRMNT_PRTCTN_RCVD_C.md,G,ECB,ANCRDT_INSTRMNT_PRTCTN_RCVD_TR generation rule,ANCRDT_INSTRMNT_PRTCTN_RCVD_TR_C,This generation rule aims to describe the generation of ANCRDT_INSTRMNT_PRTCTN_RCVD_C table within BIRD.,,2025-11-15,9999-12-31
ANCRDT_JNT_LBLTS_C_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AnaCredit%20Subgroup/Generation%20rules%20-%20Final/TR%20-%20ANCRDT_JNT_LBLTS_C.md,G,ECB,ANCRDT_JNT_LBLTS_C generation rule,ANCRDT_JNT_LBLTS_C_TR,This generation rule aims to describe the generation of ANCRDT_JNT_LBLTS_C table within BIRD.,"SET ANCRDT_JNT_LBLTS_C.INSTRMNT_ID = BIRD_INSTRMNT_EIL.INSTRMNT_ID 
WHERE BIRD_INSTRMNT_EIL.INSTRMNT_ID IN (
    SELECT BIRD_INSTRMNT_EIL.INSTRMNT_ID
    FROM BIRD_INSTRMNT_EIL
    JOIN BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_EIL
      ON BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_EIL.INSTRMNT_ID = BIRD_INSTRMNT_EIL.INSTRMNT_ID
    WHERE BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_EIL.JNT_LBLTY_AMNT > 0 
);",2025-11-15,9999-12-31
ANCRDT_PRTCTN_RCVD_C_TR,https://gitlab.sofa.dev/bird-subgroups/bird-transformation-rules/-/blob/main/AnaCredit%20Subgroup/Generation%20rules%20-%20Final/TR%20-%20ANCRDT_PRTCTN_RCVD_C.md,G,ECB,ANCRDT_PRTCTN_RCVD_C generation rule,ANCRDT_PRTCTN_RCVD_C_TR,This generation rule aims to describe the generation of ANCRDT_PRTCTN_RCVD_C table within BIRD.,,2025-11-15,9999-12-31
